theta,conf,method,image
96.31694063299175,0.6961644919979089,A+B,bothFireAndSmoke_CV000050
96.52646514941999,0.6792540853454927,A+B,bothFireAndSmoke_CV000051
90.29704537604134,0.788147608319037,A+B,bothFireAndSmoke_CV000053
90.41975722311331,0.6497297251713113,A+B,bothFireAndSmoke_CV000054
81.70835253756564,0.7162858640235765,A+B,bothFireAndSmoke_CV000057
83.67438548465002,0.8410533739478598,A+B,bothFireAndSmoke_CV000058
84.16447791446096,0.7642556336597349,A+B,bothFireAndSmoke_CV000059
83.71663923442708,0.6656641646677351,A+B,bothFireAndSmoke_CV000060
85.78927988238192,0.7018136961857542,A+B,bothFireAndSmoke_CV000061
85.23884391377351,0.717026314904913,A+B,bothFireAndSmoke_CV000064
87.50047223733716,0.6012194867020344,A+B,bothFireAndSmoke_CV000065
86.53064832569035,0.662313780878431,A+B,bothFireAndSmoke_CV000066
86.05703071702001,0.4928279611504416,A+B,bothFireAndSmoke_CV000067
77.12865951976595,0.551940333280891,A+B,bothFireAndSmoke_CV000069
79.00854985748109,0.8149403269276303,A+B,bothFireAndSmoke_CV000070
87.37404001008704,0.6058224770884393,A+B,bothFireAndSmoke_CV000072
103.04067637500157,0.5958437388494131,A,bothFireAndSmoke_CV000075
97.49690588335369,0.4643421427056539,A+B,bothFireAndSmoke_CV000076
101.55068298741872,0.5320449422394451,A+B,bothFireAndSmoke_CV000078
93.29062822705731,0.5285218323410028,A+B,bothFireAndSmoke_CV000079
81.87822237685857,0.6896567800922175,A+B,bothFireAndSmoke_CV000083
70.80871936528185,0.8,A,bothFireAndSmoke_CV000086
66.64548245865976,0.6244839475794473,A+B,bothFireAndSmoke_CV000087
62.46533241013927,0.18432778228982974,B,bothFireAndSmoke_CV000088
82.9101629888184,0.8046237609945257,A+B,bothFireAndSmoke_CV000090
86.05578381378345,0.7125579059503904,A+B,bothFireAndSmoke_CV000091
80.3638586915499,0.5963262425403362,A+B,bothFireAndSmoke_CV000092
80.0421724142712,0.6135199790767001,A+B,bothFireAndSmoke_CV000093
78.99886549496146,0.5751925155568458,A+B,bothFireAndSmoke_CV000094
70.96615076387899,0.8,A,bothFireAndSmoke_CV000096
77.19326902293022,0.8,A,bothFireAndSmoke_CV000098
79.01929929586538,0.8,A,bothFireAndSmoke_CV000099
78.7284619265377,0.5700257434958927,A+B,bothFireAndSmoke_CV000100
90.71401512016396,0.6513211812784876,A+B,bothFireAndSmoke_CV000101
87.94016147710506,0.30871994048925594,B,bothFireAndSmoke_CV000103
88.58761459798629,0.44510940238042096,B,bothFireAndSmoke_CV000104
93.13426034272887,0.6016549677472929,A+B,bothFireAndSmoke_CV000105
91.62222685934438,0.6536079379052213,A+B,bothFireAndSmoke_CV000106
90.26184094487702,0.6584665818646696,A+B,bothFireAndSmoke_CV000108
91.0106509840914,0.5999577459877322,A+B,bothFireAndSmoke_CV000109
90.00450371869552,0.6158510726469448,A+B,bothFireAndSmoke_CV000110
91.69841610687503,0.5388672804779159,A+B,bothFireAndSmoke_CV000111
89.08804187831808,0.574158699532612,A+B,bothFireAndSmoke_CV000112
96.06461179554168,0.5566179740994048,A+B,bothFireAndSmoke_CV000114
98.80673485571523,0.5243245961642031,A+B,bothFireAndSmoke_CV000115
97.86867156385213,0.477195302303853,A+B,bothFireAndSmoke_CV000116
94.14214229943217,0.47896212429473306,A+B,bothFireAndSmoke_CV000117
94.97987333292166,0.49112821530847867,A+B,bothFireAndSmoke_CV000118
93.95029505980433,0.546090992979331,A+B,bothFireAndSmoke_CV000119
94.75558783179892,0.47876883705496953,A,bothFireAndSmoke_CV000124
96.2448670035516,0.6073253148022021,A,bothFireAndSmoke_CV000125
93.68282265376787,0.48430835832713365,A+B,bothFireAndSmoke_CV000126
90.15216237522247,0.5573295461055825,A+B,bothFireAndSmoke_CV000127
89.66744446813905,0.5498852731360515,A+B,bothFireAndSmoke_CV000128
93.63512257756506,0.525436130067461,A+B,bothFireAndSmoke_CV000129
91.65753607886482,0.7077785778771428,A+B,bothFireAndSmoke_CV000131
91.86900330983954,0.6726633995909002,A+B,bothFireAndSmoke_CV000135
95.50114798599331,0.5844148925742836,A+B,bothFireAndSmoke_CV000136
90.50986805001762,0.6434766254028252,A+B,bothFireAndSmoke_CV000138
91.16281373727621,0.7261830787415431,A+B,bothFireAndSmoke_CV000139
91.42420349752494,0.5522437823214368,A+B,bothFireAndSmoke_CV000141
90.4727060616906,0.656892777400628,A+B,bothFireAndSmoke_CV000143
89.30180691885346,0.6838946091124148,A+B,bothFireAndSmoke_CV000144
89.09570255420778,0.5455818667482726,A+B,bothFireAndSmoke_CV000147
89.8169697578767,0.6534065591724342,A+B,bothFireAndSmoke_CV000148
86.03136952558889,0.5477079201299259,A+B,bothFireAndSmoke_CV000150
81.78749409193735,0.2447643549429663,B,bothFireAndSmoke_CV000151
79.11512093715773,0.22628082160151722,B,bothFireAndSmoke_CV000152
90.35841435696477,0.48634341889816746,A+B,bothFireAndSmoke_CV000153
88.88127586707503,0.8650329214716553,A+B,bothFireAndSmoke_CV000155
88.61139477129382,0.804279759939362,A+B,bothFireAndSmoke_CV000156
89.93079036531562,1.0,A+B,bothFireAndSmoke_CV000157
89.85714110440617,0.6189589013649064,A+B,bothFireAndSmoke_CV000158
87.57528611677894,0.6189539187262518,A+B,bothFireAndSmoke_CV000159
85.34171328908093,0.5285654820995391,A+B,bothFireAndSmoke_CV000161
86.46044418391443,0.6708378484029363,A,bothFireAndSmoke_CV000162
82.90083182684374,0.5246310840492612,A+B,bothFireAndSmoke_CV000163
97.55076991338895,0.40904569699741766,A+B,bothFireAndSmoke_CV000165
72.85335921093761,0.3830068623748578,A,bothFireAndSmoke_CV000169
82.68730406112498,0.745182142092051,A+B,bothFireAndSmoke_CV000177
82.321054877787,0.4701568495546388,A+B,bothFireAndSmoke_CV000178
80.40006318969922,0.7602826354044183,A+B,bothFireAndSmoke_CV000179
91.63957221610671,0.5295074416058545,A+B,bothFireAndSmoke_CV000182
87.97944752875544,0.6620639552263542,A+B,bothFireAndSmoke_CV000187
94.77363520750153,0.5342263521128503,A+B,bothFireAndSmoke_CV000190
113.52713246118407,0.44250214972532553,A+B,bothFireAndSmoke_CV000191
109.83837797827896,0.46613754681514374,A+B,bothFireAndSmoke_CV000192
105.13379037451485,0.44930331387722033,A+B,bothFireAndSmoke_CV000193
107.49350430768811,0.5738808202616119,A+B,bothFireAndSmoke_CV000195
87.39953763448453,0.6696554373635042,A+B,bothFireAndSmoke_CV000196
87.22025720155416,0.6785091327207472,B,bothFireAndSmoke_CV000197
88.0230758575049,0.6710141147672962,A+B,bothFireAndSmoke_CV000198
98.05246778880442,0.5627705410680084,A+B,bothFireAndSmoke_CV000199
86.60552886573554,0.5689235522788026,A+B,bothFireAndSmoke_CV000202
90.76538031510636,0.3762792242093934,B,bothFireAndSmoke_CV000207
86.28407439824846,0.670035601749136,A+B,bothFireAndSmoke_CV000208
87.01874445506972,0.7257534736798603,A+B,bothFireAndSmoke_CV000209
86.43439873799498,0.6811159104423532,A+B,bothFireAndSmoke_CV000210
81.09107697453362,0.721381940996954,A+B,bothFireAndSmoke_CV000211
83.0616579033795,0.7296462043542099,A+B,bothFireAndSmoke_CV000212
80.1603700939812,0.6091908773166396,A+B,bothFireAndSmoke_CV000216
80.66891293239496,0.606332423720243,A+B,bothFireAndSmoke_CV000217
90.54884421763398,0.1674868400142249,B,bothFireAndSmoke_CV000218
91.1898292529071,0.7577837776361571,A+B,bothFireAndSmoke_CV000219
79.56138245971486,0.6655118605301349,A+B,bothFireAndSmoke_CV000220
82.16728879613517,0.6951228756181198,A+B,bothFireAndSmoke_CV000221
85.60006439386659,0.7208455536767331,A+B,bothFireAndSmoke_CV000222
88.39913059034349,0.7161286119568884,A+B,bothFireAndSmoke_CV000223
88.60453319858362,0.7706676119524974,A+B,bothFireAndSmoke_CV000226
89.4990403160641,0.6894778582472024,A+B,bothFireAndSmoke_CV000227
90.51869208587176,0.6245498025280192,A+B,bothFireAndSmoke_CV000228
93.93710721492133,0.6449481487822615,A+B,bothFireAndSmoke_CV000229
91.72943846236446,0.660354688155677,A+B,bothFireAndSmoke_CV000233
91.59841673838434,0.3459510569118931,B,bothFireAndSmoke_CV000234
91.54450724622323,0.22583222973233633,B,bothFireAndSmoke_CV000235
92.75265053615873,0.2581795354559361,B,bothFireAndSmoke_CV000237
96.35595738155152,0.622527103072116,A+B,bothFireAndSmoke_CV000238
87.09166411753733,0.6614512356837223,A+B,bothFireAndSmoke_CV000239
86.80874439271085,0.6617870019369225,A+B,bothFireAndSmoke_CV000241
89.78593324863039,0.7225262768571314,A+B,bothFireAndSmoke_CV000245
92.02932442365616,0.6678601832175073,A+B,bothFireAndSmoke_CV000246
90.16407885771338,0.7326126878951409,A+B,bothFireAndSmoke_CV000247
104.87705130692846,0.5066543240843977,A+B,bothFireAndSmoke_CV000248
95.37762531129304,0.3099947648202799,B,bothFireAndSmoke_CV000249
95.48535782612285,0.542024845763053,A+B,bothFireAndSmoke_CV000250
93.04527437377278,0.5759578211813485,A+B,bothFireAndSmoke_CV000251
103.51458514042822,0.479524911871129,A+B,bothFireAndSmoke_CV000252
91.12645758468567,0.2540258848220207,B,bothFireAndSmoke_CV000253
96.43635504737789,0.5555256335317676,A+B,bothFireAndSmoke_CV000254
94.72525243387233,0.6984646004909906,A+B,bothFireAndSmoke_CV000256
97.72748140954779,0.5921115103694341,A+B,bothFireAndSmoke_CV000257
85.4995154117091,0.6832950096671399,A+B,bothFireAndSmoke_CV000258
95.07851769059889,0.5857601713905042,A+B,bothFireAndSmoke_CV000259
89.513308921365,0.6305649155642962,A+B,bothFireAndSmoke_CV000260
91.91841244181458,0.6298608566600614,A+B,bothFireAndSmoke_CV000261
92.7283723380021,0.7356885015640762,A+B,bothFireAndSmoke_CV000262
91.62806899019814,0.5692044484118997,A+B,bothFireAndSmoke_CV000263
92.3548256244717,0.7222915438837907,A+B,bothFireAndSmoke_CV000265
93.89884928742889,0.6984820964969121,A+B,bothFireAndSmoke_CV000266
94.04960292438527,0.6861972932003358,A+B,bothFireAndSmoke_CV000267
91.32459891276142,0.7259312093904918,A+B,bothFireAndSmoke_CV000268
90.07937944117435,0.631404182221601,A+B,bothFireAndSmoke_CV000269
90.26402788585595,0.5805264720558632,A+B,bothFireAndSmoke_CV000271
88.6942070084513,0.6390517473742481,A+B,bothFireAndSmoke_CV000272
87.02840202621108,0.6186184826090808,A+B,bothFireAndSmoke_CV000273
88.8736960161395,0.6026207537110531,A+B,bothFireAndSmoke_CV000274
85.69189657651195,0.6309063420388512,A+B,bothFireAndSmoke_CV000275
84.50030209430972,0.6088808774576132,A+B,bothFireAndSmoke_CV000276
76.07087121384183,0.6219843320342401,A+B,bothFireAndSmoke_CV000277
72.78943858818336,0.8,A,bothFireAndSmoke_CV000278
70.99680649723699,0.6077624516207648,A+B,bothFireAndSmoke_CV000279
75.19017055414487,0.8389338753077532,A+B,bothFireAndSmoke_CV000280
74.59933868875093,0.7272591843920102,A+B,bothFireAndSmoke_CV000281
73.13491289216363,0.7301934113372738,A+B,bothFireAndSmoke_CV000282
70.72100206148096,0.5967420457339008,A+B,bothFireAndSmoke_CV000284
89.71777121219989,0.4451138210860065,A+B,bothFireAndSmoke_CV000285
68.72416602671817,0.8,A,bothFireAndSmoke_CV000286
62.264796752418036,0.5730035854338877,A+B,bothFireAndSmoke_CV000288
49.00021626626468,0.5053181396629723,A+B,bothFireAndSmoke_CV000289
48.73898333875271,0.3,A+B_conflict,bothFireAndSmoke_CV000291
40.690744352287055,0.7288523054970955,A,bothFireAndSmoke_CV000292
41.894083053649,0.8,A,bothFireAndSmoke_CV000293
41.74844043786176,0.3,A+B_conflict,bothFireAndSmoke_CV000294
51.70688952194903,0.8,A,bothFireAndSmoke_CV000296
57.08783082603062,0.8,A,bothFireAndSmoke_CV000297
45.15976380503182,0.3,A+B_conflict,bothFireAndSmoke_CV000299
48.14016737948839,0.5843387707225134,A+B,bothFireAndSmoke_CV000300
47.89889495211031,0.8,A,bothFireAndSmoke_CV000301
43.738353454091545,0.8,A,bothFireAndSmoke_CV000302
52.374928685707644,0.8,A,bothFireAndSmoke_CV000303
51.13842509960999,0.3,A+B_conflict,bothFireAndSmoke_CV000306
71.24095479446646,0.3,A+B_conflict,bothFireAndSmoke_CV000307
59.686961918863375,0.3,A+B_conflict,bothFireAndSmoke_CV000308
49.98559108585188,0.29527697526725716,A+B_conflict,bothFireAndSmoke_CV000311
74.7169023998913,0.8,A,bothFireAndSmoke_CV000314
72.20625752706553,1.0,A+B,bothFireAndSmoke_CV000315
63.75975965757402,0.3,A+B_conflict,bothFireAndSmoke_CV000317
59.5399623174554,0.8,A,bothFireAndSmoke_CV000318
63.52680600133905,0.8,A,bothFireAndSmoke_CV000319
47.917554065614844,0.8078477763980175,A+B,bothFireAndSmoke_CV000320
59.1593629372181,0.9311470858743793,A+B,bothFireAndSmoke_CV000321
57.50311157536622,0.78661280140333,A+B,bothFireAndSmoke_CV000322
59.253565083686226,0.718395007906593,A+B,bothFireAndSmoke_CV000323
58.68113905414574,0.7884969920942635,A+B,bothFireAndSmoke_CV000324
59.5536980487757,0.6898144432848148,A+B,bothFireAndSmoke_CV000326
59.76025347198207,0.5766844567774998,A+B,bothFireAndSmoke_CV000327
45.50432626713281,0.811533620596102,A+B,bothFireAndSmoke_CV000328
55.57954137420852,1.0,A+B,bothFireAndSmoke_CV000329
50.26647537865561,0.6282835055881684,A+B,bothFireAndSmoke_CV000331
358.2246834859909,0.1895285121427143,A+B_conflict,bothFireAndSmoke_CV000332
59.1153174388485,0.3,A+B_conflict,bothFireAndSmoke_CV000333
88.83219748339874,0.9186551533487152,A+B,bothFireAndSmoke_CV000334
85.03881869342388,0.9025989420935518,A+B,bothFireAndSmoke_CV000335
57.109971197859394,0.7026651498406701,A+B,bothFireAndSmoke_CV000337
78.46648945493408,0.9645120951594848,A+B,bothFireAndSmoke_CV000338
54.81163630150915,1.0,A+B,bothFireAndSmoke_CV000339
25.62708798305204,0.6119064031786698,A,bothFireAndSmoke_CV000340
69.08605021830489,0.966507365401692,A+B,bothFireAndSmoke_CV000344
354.18550892296827,0.4579248096453283,A+B,bothFireAndSmoke_CV000345
57.156008574221296,0.23009793919494936,A+B_conflict,bothFireAndSmoke_CV000346
66.18595677882936,0.7628822357451779,A+B,bothFireAndSmoke_CV000348
340.0626805016963,0.14527061843858616,A+B_conflict,bothFireAndSmoke_CV000350
85.88636345087266,0.9221007897878624,A+B,bothFireAndSmoke_CV000352
125.85140995825152,0.3,A+B_conflict,bothFireAndSmoke_CV000353
12.37346973947828,0.2273373691415668,A+B_conflict,bothFireAndSmoke_CV000354
27.56091312398044,0.6333080270907421,A+B,bothFireAndSmoke_CV000355
59.47833847505981,0.7048572313596095,A,bothFireAndSmoke_CV000360
68.03689067269926,1.0,A+B,bothFireAndSmoke_CV000361
79.17969840864916,0.3,A+B_conflict,bothFireAndSmoke_CV000364
73.7910020060816,0.2739494118428773,A+B_conflict,bothFireAndSmoke_CV000365
85.56413289764122,0.8430447720750296,A+B,bothFireAndSmoke_CV000367
85.1161000969262,0.8215371950812553,A+B,bothFireAndSmoke_CV000372
84.6490322187824,0.8,A,bothFireAndSmoke_CV000375
81.66023053837716,0.813711359520348,A+B,bothFireAndSmoke_CV000379
62.4264323595559,0.5981664098547603,A+B,bothFireAndSmoke_CV000380
51.50686371815112,0.698667877886719,A+B,bothFireAndSmoke_CV000383
48.49183941642843,0.6540435100561175,A+B,bothFireAndSmoke_CV000384
61.47337413015661,0.6987357603764515,A+B,bothFireAndSmoke_CV000385
54.14573698008819,0.6184081212392623,A+B,bothFireAndSmoke_CV000387
59.748714135267605,0.8,A,bothFireAndSmoke_CV000389
95.69653820289136,0.4719270204510729,A+B,bothFireAndSmoke_CV000391
85.30188989046171,0.4480748823095056,A+B,bothFireAndSmoke_CV000395
83.46164686638281,0.5054341640101667,A+B,bothFireAndSmoke_CV000398
92.07611169544616,0.67899542974979,A+B,bothFireAndSmoke_CV000400
153.93594780081278,0.3,A+B_conflict,bothFireAndSmoke_CV000403
111.94716646224254,0.8049618133062174,A+B,bothFireAndSmoke_CV000405
83.70566344210268,0.729203968736827,A+B,bothFireAndSmoke_CV000406
135.13091747815432,0.5259161335431035,A+B,bothFireAndSmoke_CV000407
90.3220713725503,0.7295327675415183,A+B,bothFireAndSmoke_CV000408
83.42072001977257,0.3,A+B_conflict,bothFireAndSmoke_CV000414
92.00397147043208,0.5963851796169038,A+B,bothFireAndSmoke_CV000416
195.3078903059199,0.17292751175121504,A+B_conflict,bothFireAndSmoke_CV000422
93.2303516758912,0.6193752050798476,A+B,bothFireAndSmoke_CV000425
93.5040150357087,0.6569648737371205,A+B,bothFireAndSmoke_CV000426
88.98410952297384,0.6688485466670694,A+B,bothFireAndSmoke_CV000427
85.06133983948476,0.7068270213530161,A+B,bothFireAndSmoke_CV000429
81.839780122933,0.8725279840842053,A+B,bothFireAndSmoke_CV000431
105.00267010970047,0.3,A+B_conflict,bothFireAndSmoke_CV000433
99.23147683654196,0.5965479177207931,A+B,bothFireAndSmoke_CV000434
35.39067234949082,0.3,A+B_conflict,bothFireAndSmoke_CV000438
129.53289908906456,0.3,A+B_conflict,bothFireAndSmoke_CV000441
28.72573516966681,0.9942269704312863,A+B,bothFireAndSmoke_CV000442
111.48121590954726,0.5908631325185361,A+B,bothFireAndSmoke_CV000443
63.107735211405625,0.6742996480160832,A+B,bothFireAndSmoke_CV000444
72.27797927549979,0.3,A+B_conflict,bothFireAndSmoke_CV000445
52.57503058806727,0.3,A+B_conflict,bothFireAndSmoke_CV000446
100.68329519436958,0.3,A+B_conflict,bothFireAndSmoke_CV000448
107.72730869245626,0.3,A+B_conflict,bothFireAndSmoke_CV000449
50.62542675250522,0.3,A+B_conflict,bothFireAndSmoke_CV000451
112.09581142650694,0.3,A+B_conflict,bothFireAndSmoke_CV000452
103.34715667847999,0.3,A+B_conflict,bothFireAndSmoke_CV000453
69.75177435916497,0.29221372009831154,A+B_conflict,bothFireAndSmoke_CV000454
114.02904027791372,0.5859295652682035,A+B,bothFireAndSmoke_CV000455
155.62742516079464,0.2751538991745604,A+B_conflict,bothFireAndSmoke_CV000456
147.3208186826537,0.3,A+B_conflict,bothFireAndSmoke_CV000457
151.96656525453068,0.5383530328823767,A+B,bothFireAndSmoke_CV000460
262.66632933213236,0.3,A+B_conflict,bothFireAndSmoke_CV000462
94.66025741214223,0.3,A+B_conflict,bothFireAndSmoke_CV000464
184.0773165128541,0.6929145986141755,A+B,bothFireAndSmoke_CV000468
147.120174924047,0.045559581783470006,A+B_conflict,bothFireAndSmoke_CV000471
119.64066608503009,0.8,A,bothFireAndSmoke_CV000472
107.51097635893161,0.8,A,bothFireAndSmoke_CV000473
113.16775077337294,1.0,A+B,bothFireAndSmoke_CV000474
90.82458486010025,0.3,A+B_conflict,bothFireAndSmoke_CV000476
63.83814311141881,0.8,A,bothFireAndSmoke_CV000477
162.43694813450404,0.3,A+B_conflict,bothFireAndSmoke_CV000479
122.78066454573685,0.3,A+B_conflict,bothFireAndSmoke_CV000480
136.1904431735453,1.0,A+B,bothFireAndSmoke_CV000481
111.64214920558038,0.3,A+B_conflict,bothFireAndSmoke_CV000483
32.29479980502466,1.0,A+B,bothFireAndSmoke_CV000484
125.2049485178617,0.3,A+B_conflict,bothFireAndSmoke_CV000485
9.398414237635057,0.3,A+B_conflict,bothFireAndSmoke_CV000486
73.06470578068254,0.25151573631036106,A+B_conflict,bothFireAndSmoke_CV000489
81.83028295104859,0.3,A+B_conflict,bothFireAndSmoke_CV000491
82.46538392575046,0.7076052861182697,A+B,bothFireAndSmoke_CV000495
84.9208007009108,0.8,A,bothFireAndSmoke_CV000496
145.55044500698256,0.3,A+B_conflict,bothFireAndSmoke_CV000499
53.97015295001021,0.3,A+B_conflict,bothFireAndSmoke_CV000500
77.71297596163939,0.3,A+B_conflict,bothFireAndSmoke_CV000501
105.30092283748476,0.3,A+B_conflict,bothFireAndSmoke_CV000507
41.51794407185723,0.3,A+B_conflict,bothFireAndSmoke_CV000508
40.757067272161215,0.3,A+B_conflict,bothFireAndSmoke_CV000510
110.11503124875158,0.5976148724674761,A+B,bothFireAndSmoke_CV000514
178.95246656943144,0.9020733780933796,A+B,bothFireAndSmoke_CV000516
90.24749624755907,0.6210095093698058,A+B,bothFireAndSmoke_CV000517
88.1904801108871,0.3,A+B_conflict,bothFireAndSmoke_CV000519
246.56773806822943,0.2566051037412711,A+B_conflict,bothFireAndSmoke_CV000520
68.64898304046294,0.3,A+B_conflict,bothFireAndSmoke_CV000523
135.31902888000258,0.3,A+B_conflict,bothFireAndSmoke_CV000528
67.02949842718397,0.3,A+B_conflict,bothFireAndSmoke_CV000529
359.7676975114948,0.8603801992677707,A+B,bothFireAndSmoke_CV000534
75.28836079902874,0.5697900457750864,A+B,bothFireAndSmoke_CV000536
165.0284895163885,0.3,A+B_conflict,bothFireAndSmoke_CV000538
125.15067749466516,0.9337426828319159,A+B,bothFireAndSmoke_CV000539
348.8565111700117,0.8,A,bothFireAndSmoke_CV000540
132.88443950580387,0.3,A+B_conflict,bothFireAndSmoke_CV000542
125.99691932263153,0.2987980939933336,A+B_conflict,bothFireAndSmoke_CV000544
74.02065423368474,0.3,A+B_conflict,bothFireAndSmoke_CV000545
50.3204428414871,0.3,A+B_conflict,bothFireAndSmoke_CV000546
333.980077065531,0.8,A,bothFireAndSmoke_CV000551
22.819387599420264,0.8,A,bothFireAndSmoke_CV000552
55.7851175498397,0.6073299923707545,A+B,bothFireAndSmoke_CV000553
117.77833721317137,0.5659962365139474,A+B,bothFireAndSmoke_CV000554
7.705904978035485,0.3,A+B_conflict,bothFireAndSmoke_CV000557
11.437016419945486,0.3,A+B_conflict,bothFireAndSmoke_CV000558
107.84955041053905,0.11908766301040975,A+B_conflict,bothFireAndSmoke_CV000560
80.07859663626533,0.3,A+B_conflict,bothFireAndSmoke_CV000561
77.38362852883074,0.3,A+B_conflict,bothFireAndSmoke_CV000563
68.74439847875786,0.8,A,bothFireAndSmoke_CV000565
76.89477646621991,0.8,A,bothFireAndSmoke_CV000567
2.701832839295125,0.3,A+B_conflict,bothFireAndSmoke_CV000568
129.2430028238902,0.3,A+B_conflict,bothFireAndSmoke_CV000570
115.13895790376017,0.5926314976218514,A+B,bothFireAndSmoke_CV000573
147.5037022422733,0.3,A+B_conflict,bothFireAndSmoke_CV000574
92.2268566141521,0.5976074778345647,A+B,bothFireAndSmoke_CV000575
123.4928468668177,0.5982488584857865,A+B,bothFireAndSmoke_CV000577
71.46782748224129,0.3,A+B_conflict,bothFireAndSmoke_CV000578
148.82492564413323,0.3,A+B_conflict,bothFireAndSmoke_CV000580
70.99081549213535,0.3,A+B_conflict,bothFireAndSmoke_CV000581
75.75483570323308,0.3,A+B_conflict,bothFireAndSmoke_CV000582
75.21911880556553,0.5995599569270947,A,bothFireAndSmoke_CV000585
84.47715564804642,0.3,A+B_conflict,bothFireAndSmoke_CV000586
203.71294740925563,0.8,A,bothFireAndSmoke_CV000587
103.34366874471245,0.24555989346068435,A+B_conflict,bothFireAndSmoke_CV000588
119.71189085657936,0.2664288823789333,A+B_conflict,bothFireAndSmoke_CV000590
61.56564640604995,0.3,A+B_conflict,bothFireAndSmoke_CV000594
64.21852995615914,0.3,A+B_conflict,bothFireAndSmoke_CV000595
209.5451253302438,0.8816581162899589,A+B,bothFireAndSmoke_CV000596
69.81719155751058,0.3,A+B_conflict,bothFireAndSmoke_CV000597
61.204277534165776,0.8,A,bothFireAndSmoke_CV000598
90.1154474119926,0.3,A+B_conflict,bothFireAndSmoke_CV000599
91.3007553405354,0.9956833070576712,A+B,bothFireAndSmoke_CV000600
8.247371880789458,0.3,A+B_conflict,bothFireAndSmoke_CV000602
36.44573849993266,0.3,A+B_conflict,bothFireAndSmoke_CV000603
7.440473081187548,0.8,A,bothFireAndSmoke_CV000604
80.9998474219948,0.8,A,bothFireAndSmoke_CV000606
15.239404885050325,0.39469532668352825,A+B,bothFireAndSmoke_CV000608
74.1471196476185,0.3,A+B_conflict,bothFireAndSmoke_CV000610
62.852489503450855,1.0,A+B,bothFireAndSmoke_CV000611
178.01813808652724,0.3,A+B_conflict,bothFireAndSmoke_CV000612
70.77394803434841,0.3,A+B_conflict,bothFireAndSmoke_CV000613
183.6611363625308,0.3,A+B_conflict,bothFireAndSmoke_CV000614
77.9406069184298,0.3,A+B_conflict,bothFireAndSmoke_CV000615
133.2139832738637,0.6488410857888403,A+B,bothFireAndSmoke_CV000617
78.9702126329955,0.3,A+B_conflict,bothFireAndSmoke_CV000619
11.734000088347003,0.7,B,bothFireAndSmoke_CV000620
137.2450847730403,0.6608428391208043,A+B,bothFireAndSmoke_CV000621
79.32425653715704,0.3,A+B_conflict,bothFireAndSmoke_CV000624
94.19713596865044,0.8,A,bothFireAndSmoke_CV000625
26.10764234320566,0.6677480110432985,A+B,bothFireAndSmoke_CV000629
174.1385472526409,0.3,A+B_conflict,bothFireAndSmoke_CV000630
92.0089824220972,0.2852957194374684,A+B_conflict,bothFireAndSmoke_CV000631
4.4836681082511305,0.3,A+B_conflict,bothFireAndSmoke_CV000632
78.85897140191986,0.3,A+B_conflict,bothFireAndSmoke_CV000633
94.6568322029906,0.3,A+B_conflict,bothFireAndSmoke_CV000634
47.22032471558162,0.5262019395233667,A,bothFireAndSmoke_CV000635
99.7711867048793,0.5724679409781538,A+B,bothFireAndSmoke_CV000640
170.5834020262218,0.5881746525546343,A+B,bothFireAndSmoke_CV000643
100.7775609694262,0.6133104270207532,A,bothFireAndSmoke_CV000644
